,Unnamed: 0,id,time,orig_time,first_time,mat_time,balance_time,LTV_time,interest_rate_time,hpi_time,gdp_time,uer_time,REtype_CO_orig_time,REtype_PU_orig_time,REtype_SF_orig_time,investor_orig_time,balance_orig_time,FICO_orig_time,LTV_orig_time,Interest_Rate_orig_time,hpi_orig_time,default_time,payoff_time,status_time
317983,317983,25562,37,24,26,144,175395.79,128.31472131,8.875,153.35,-4.146710947,9.0,0,0,1,0,179500.0,596,90.0,8.25,223.75,0,0,0
317984,317984,25562,38,24,26,144,175138.7,123.75272692,8.25,158.77,-3.339549297,9.5,0,0,1,0,179500.0,596,90.0,8.25,223.75,1,0,1
317985,317985,25563,26,24,26,144,89344.38,99.227432252,8.75,225.1,2.1513648831,4.7,0,0,1,0,89500.0,642,100.0,3.0,223.75,0,0,0
317986,317986,25563,27,24,26,144,89131.55,100.19734475,8.75,222.39,2.3617217155,4.4,0,0,1,0,89500.0,642,100.0,3.0,223.75,0,0,0
317987,317987,25563,28,24,26,144,88967.81,101.25166158,8.75,219.67,1.2291722496,4.6,0,0,1,0,89500.0,642,100.0,3.0,223.75,0,0,0
317988,317988,25563,29,24,26,144,88856.65,102.19516263,8.75,217.37,1.6929686703,4.5,0,0,1,0,89500.0,642,100.0,3.0,223.75,0,0,0
317989,317989,25563,30,24,26,144,88629.42,104.15717106,8.75,212.73,2.2742178006,4.7,0,0,1,0,89500.0,642,100.0,3.0,223.75,0,0,0
317990,317990,25563,31,24,26,144,88513.31,110.27222554,8.75,200.67,1.8506891663,4.7,0,0,1,0,89500.0,642,100.0,8.75,223.75,0,0,0
317991,317991,25563,32,24,26,144,88335.95,118.65456426,8.75,186.12,1.1041627602,5.0,0,0,1,0,89500.0,642,100.0,8.75,223.75,0,1,2
317992,317992,25564,26,24,26,144,143775.65,99.314370626,9.0,225.1,2.1513648831,4.7,0,0,1,0,143900.0,664,100.0,3.0,223.75,0,0,0
317993,317993,25564,27,24,26,144,143679.92,100.45766346,9.0,222.39,2.3617217155,4.4,0,0,1,0,143900.0,664,100.0,3.0,223.75,0,0,0
317994,317994,25564,28,24,26,144,143614.9,101.65552794,9.0,219.67,1.2291722496,4.6,0,0,1,0,143900.0,664,100.0,3.0,223.75,0,0,0
317995,317995,25564,29,24,26,144,143481.91,102.63601793,9.0,217.37,1.6929686703,4.5,0,0,1,0,143900.0,664,100.0,3.0,223.75,0,0,0
317996,317996,25564,30,24,26,144,143413.9,104.82497226,9.0,212.73,2.2742178006,4.7,0,0,1,0,143900.0,664,100.0,3.0,223.75,0,0,0
317997,317997,25564,31,24,26,144,143309.97,111.04428305,9.0,200.67,1.8506891663,4.7,0,0,1,0,143900.0,664,100.0,9.0,223.75,0,0,0
317998,317998,25564,32,24,26,144,143203.68,119.63641337,9.0,186.12,1.1041627602,5.0,0,0,1,0,143900.0,664,100.0,9.0,223.75,0,1,2
317999,317999,25565,26,24,26,144,153959.86,79.293529128,7.75,225.1,2.1513648831,4.7,0,0,1,0,154400.0,550,80.0,7.75,223.75,0,0,0
318000,318000,25565,27,24,26,144,153735.5,80.142824583,7.75,222.39,2.3617217155,4.4,0,0,1,0,154400.0,550,80.0,7.75,223.75,0,0,0
318001,318001,25565,28,24,26,144,153508.24,81.015231514,7.75,219.67,1.2291722496,4.6,0,0,1,0,154400.0,550,80.0,7.75,223.75,0,1,2
318002,318002,25566,26,24,26,144,390164.41,76.771389965,7.875,225.1,2.1513648831,4.7,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318003,318003,25566,27,24,26,144,389649.77,77.604412714,7.875,222.39,2.3617217155,4.4,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318004,318004,25566,28,24,26,144,389301.03,78.49501016,7.875,219.67,1.2291722496,4.6,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318005,318005,25566,29,24,26,144,389124.94,79.289687944,7.875,217.37,1.6929686703,4.5,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318006,318006,25566,30,24,26,144,388608.51,80.911604606,7.875,212.73,2.2742178006,4.7,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318007,318007,25566,31,24,26,144,388097.19,85.661425028,7.875,200.67,1.8506891663,4.7,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318008,318008,25566,32,24,26,144,387798.25,92.286897971,7.875,186.12,1.1041627602,5.0,0,0,0,0,391000.0,658,77.4,7.875,223.75,0,0,0
318009,318009,25566,33,24,26,144,387523.09,95.082262401,7.875,180.52,0.8368586627,5.0,0,0,0,0,391000.0,658,77.4,7.875,223.75,1,0,1
318015,318015,25568,26,24,26,144,73385.77,99.245783658,9.375,225.1,2.1513648831,4.7,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318016,318016,25568,27,24,26,144,73269.5,100.29601503,9.375,222.39,2.3617217155,4.4,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318017,318017,25568,28,24,26,144,73190.03,101.42777068,9.375,219.67,1.2291722496,4.6,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318018,318018,25568,29,24,26,144,73069.14,102.33167795,9.375,217.37,1.6929686703,4.5,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318019,318019,25568,30,24,26,144,72946.05,104.38755964,9.375,212.73,2.2742178006,4.7,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318020,318020,25568,31,24,26,144,72820.73,110.47099928,9.375,200.67,1.8506891663,4.7,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318021,318021,25568,32,24,26,144,72692.45,118.89729315,9.375,186.12,1.1041627602,5.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318022,318022,25568,33,24,26,144,72561.14,122.36422877,9.375,180.52,0.8368586627,5.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318023,318023,25568,34,24,26,144,72426.73,127.18934669,9.375,173.35,-0.314447747,5.8,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318024,318024,25568,35,24,26,144,72289.14,135.76647453,9.375,162.09,-2.805844087,6.5,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318025,318025,25568,36,24,26,144,72148.31,144.99284486,9.375,151.48,-3.516567987,7.8,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318026,318026,25568,37,24,26,144,72004.15,142.93857644,9.375,153.35,-4.146710947,9.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318027,318027,25568,38,24,26,144,71856.58,137.77607342,9.375,158.77,-3.339549297,9.5,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318028,318028,25568,39,24,26,144,71705.53,138.01671895,9.375,158.16,-0.241080652,10.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318029,318029,25568,40,24,26,144,71550.91,139.43828548,9.375,156.21,1.5859655122,9.8,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318030,318030,25568,41,24,26,144,71392.63,134.94021295,9.375,161.06,2.6824968062,9.9,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318031,318031,25568,42,24,26,144,71230.61,134.68415082,9.375,161.0,3.0294986398,9.4,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318032,318032,25568,43,24,26,144,71064.77,138.6417776,9.375,156.04,2.6941105489,9.4,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318033,318033,25568,44,24,26,144,70895.0,143.01226753,9.375,150.91,1.8755149375,9.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318034,318034,25568,45,24,26,144,70720.78,139.01301047,9.375,154.87,1.6391549258,9.1,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318035,318035,25568,46,24,26,144,70543.37,138.00486772,9.375,155.61,1.1759090317,9.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318036,318036,25568,47,24,26,144,70361.3,143.19769618,9.375,149.58,1.6681823188,8.8,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318037,318037,25568,48,24,26,144,70174.93,145.87078395,9.375,146.45,2.7159028846,8.3,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318038,318038,25568,49,24,26,144,69984.15,137.50289612,9.375,154.94,2.4566338212,8.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318039,318039,25568,50,24,26,144,69788.87,133.66837323,9.375,158.94,2.3664098989,8.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318040,318040,25568,51,24,26,144,69521.3,133.44134369,9.375,158.6,1.2690442628,7.8,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318041,318041,25568,52,24,26,144,69384.36,131.08738033,9.375,161.13,1.0810494182,8.0,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318042,318042,25568,53,24,26,144,69174.91,121.60506123,9.375,173.17,0.8929961554,7.6,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318043,318043,25568,54,24,26,144,68960.52,116.64768278,9.375,179.97,1.5073587076,7.3,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318044,318044,25568,55,24,26,144,68741.06,116.2118902,9.375,180.07,2.4222748689,7.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318045,318045,25568,56,24,26,144,68516.41,114.96382471,9.375,181.43,1.7170529058,6.6,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318046,318046,25568,57,24,26,144,68286.45,111.04637761,9.375,187.2,2.5560517331,6.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318047,318047,25568,58,24,26,144,68051.07,109.97625467,9.375,188.37,2.8685938252,6.2,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318048,318048,25568,59,24,26,144,67728.56,109.87502279,9.375,187.65,2.4436475652,5.7,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318049,318049,25568,60,24,26,144,67480.0,108.220319,9.375,189.82,2.8363581757,5.7,0,0,1,0,73500.0,606,100.0,9.375,223.75,0,0,0
318050,318050,25569,26,24,26,144,151980.21,79.509859916,7.999,225.1,2.1513648831,4.7,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318051,318051,25569,27,24,26,144,151980.21,80.478751145,7.999,222.39,2.3617217155,4.4,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318052,318052,25569,28,24,26,144,151980.21,81.475255916,7.999,219.67,1.2291722496,4.6,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318053,318053,25569,29,24,26,144,151980.21,82.337348609,7.999,217.37,1.6929686703,4.5,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318054,318054,25569,30,24,26,144,151980.21,84.133265017,7.999,212.73,2.2742178006,4.7,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318055,318055,25569,31,24,26,144,151980.21,89.189562302,7.999,200.67,1.8506891663,4.7,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318056,318056,25569,32,24,26,144,151980.21,96.1619894,7.999,186.12,1.1041627602,5.0,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318057,318057,25569,33,24,26,144,151980.21,99.145077925,7.999,180.52,0.8368586627,5.0,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318058,318058,25569,34,24,26,144,151980.21,103.2458579,8.375,173.35,-0.314447747,5.8,1,0,0,1,152000.0,623,80.0,7.999,223.75,0,0,0
318059,318059,25569,35,24,26,144,151980.21,110.41809777,8.375,162.09,-2.805844087,6.5,1,0,0,1,152000.0,623,80.0,7.999,223.75,1,0,1
318065,318065,25571,26,24,26,144,161161.21,94.232160184,9.25,225.1,2.1513648831,4.7,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318066,318066,25571,27,24,26,144,160987.87,95.277866156,9.25,222.39,2.3617217155,4.4,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318067,318067,25571,28,24,26,144,160722.82,96.298809109,9.25,219.67,1.2291722496,4.6,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318068,318068,25571,29,24,26,144,160451.6,97.153526516,9.25,217.37,1.6929686703,4.5,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318069,318069,25571,30,24,26,144,160267.28,99.15856858,9.25,212.73,2.2742178006,4.7,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318070,318070,25571,31,24,26,144,159890.03,104.87043174,9.25,200.67,1.8506891663,4.7,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318071,318071,25571,32,24,26,144,159599.4,112.8631931,9.25,186.12,1.1041627602,5.0,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318072,318072,25571,33,24,26,144,159302.0,116.14754272,9.25,180.52,0.8368586627,5.0,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318073,318073,25571,34,24,26,144,158997.66,120.72049551,9.25,173.35,-0.314447747,5.8,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318074,318074,25571,35,24,26,144,158686.23,128.85377391,9.25,162.09,-2.805844087,6.5,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318075,318075,25571,36,24,26,144,158367.54,137.60207939,9.25,151.48,-3.516567987,7.8,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318076,318076,25571,37,24,26,144,158041.43,135.64422011,9.25,153.35,-4.146710947,9.0,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318077,318077,25571,38,24,26,144,157707.73,130.73704318,9.25,158.77,-3.339549297,9.5,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318078,318078,25571,39,24,26,144,157366.24,130.95709557,9.25,158.16,-0.241080652,10.0,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318079,318079,25571,40,24,26,144,157016.79,132.29742301,9.25,156.21,1.5859655122,9.8,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318080,318080,25571,41,24,26,144,156659.21,128.02133745,9.25,161.06,2.6824968062,9.9,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318081,318081,25571,42,24,26,144,156293.29,127.76990733,9.25,161.0,3.0294986398,9.4,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318082,318082,25571,43,24,26,144,155918.84,131.51545022,9.25,156.04,2.6941105489,9.4,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318083,318083,25571,44,24,26,144,155535.66,135.65196212,9.25,150.91,1.8755149375,9.2,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318084,318084,25571,45,24,26,144,155143.55,131.85012596,9.25,154.87,1.6391549258,9.1,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318085,318085,25571,46,24,26,144,154742.31,130.88373975,9.25,155.61,1.1759090317,9.0,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318086,318086,25571,47,24,26,144,154331.72,135.79875554,9.25,149.58,1.6681823188,8.8,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,0,0
318087,318087,25571,48,24,26,144,153911.56,138.32350551,9.25,146.45,2.7159028846,8.3,0,0,1,0,161500.0,644,95.0,9.25,223.75,0,1,2
318088,318088,25572,26,24,26,144,135610.4,79.350757361,7.75,225.1,2.1513648831,4.7,0,0,1,0,135900.0,607,80.0,3.0,223.75,0,0,0
318089,318089,25572,27,24,26,144,135315.16,80.142848573,7.75,222.39,2.3617217155,4.4,0,0,1,0,135900.0,607,80.0,3.0,223.75,0,0,0
318090,318090,25572,28,24,26,144,135115.14,81.015261805,7.75,219.67,1.2291722496,4.6,0,0,1,0,135900.0,607,80.0,3.0,223.75,0,0,0
318091,318091,25572,29,24,26,144,134912.53,81.749716551,7.75,217.37,1.6929686703,4.5,0,0,1,0,135900.0,607,80.0,3.0,223.75,1,0,1
318122,318122,25574,26,24,26,144,199562.94,70.816695662,7.625,225.1,2.1513648831,4.7,0,0,1,0,200000.0,579,71.4,7.625,223.75,0,0,0
318123,318123,25574,27,24,26,144,199117.47,71.519648396,7.625,222.39,2.3617217155,4.4,0,0,1,0,200000.0,579,71.4,7.625,223.75,0,0,0
318124,318124,25574,28,24,26,144,198815.75,72.295505032,7.625,219.67,1.2291722496,4.6,0,0,1,0,200000.0,579,71.4,7.625,223.75,0,0,0
318125,318125,25574,29,24,26,144,198356.0,72.89151831,7.625,217.37,1.6929686703,4.5,0,0,1,0,200000.0,579,71.4,7.625,223.75,0,1,2
318126,318126,25575,26,24,26,144,412298.27,71.942746981,8.875,225.1,2.1513648831,4.7,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318127,318127,25575,27,24,26,144,411580.72,72.692694413,8.875,222.39,2.3617217155,4.4,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318128,318128,25575,28,24,26,144,411094.87,73.50591807,8.875,219.67,1.2291722496,4.6,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318129,318129,25575,29,24,26,144,410352.54,74.149549961,8.875,217.37,1.6929686703,4.5,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318130,318130,25575,30,24,26,144,409578.02,75.623870466,8.875,212.73,2.2742178006,4.7,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318131,318131,25575,31,24,26,144,408801.79,80.01682906,8.875,200.67,1.8506891663,4.7,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318132,318132,25575,32,24,26,144,408008.21,86.104699845,8.875,186.12,1.1041627602,5.0,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318133,318133,25575,33,24,26,144,407196.9,88.599268674,8.875,180.52,0.8368586627,5.0,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318134,318134,25575,34,24,26,144,406380.84,92.078953884,9.0,173.35,-0.314447747,5.8,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318135,318135,25575,35,24,26,144,405553.1,98.274875451,9.0,162.09,-2.805844087,6.5,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318136,318136,25575,36,24,26,144,404997.41,105.01418067,9.125,151.48,-3.516567987,7.8,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318137,318137,25575,37,24,26,144,410291.84,105.08968694,6.875,153.35,-4.146710947,9.0,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318138,318138,25575,38,24,26,144,408979.02,101.1774161,6.875,158.77,-3.339549297,9.5,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318139,318139,25575,39,24,26,144,407643.5,101.23597371,6.875,158.16,-0.241080652,10.0,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318140,318140,25575,40,24,26,144,406284.9,102.15810966,6.875,156.21,1.5859655122,9.8,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318141,318141,25575,41,24,26,144,404902.81,98.744768255,6.875,161.06,2.6824968062,9.9,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318142,318142,25575,42,24,26,144,403496.84,98.438561975,6.875,161.0,3.0294986398,9.4,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318143,318143,25575,43,24,26,144,402066.55,101.20757073,6.875,156.04,2.6941105489,9.4,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318144,318144,25575,44,24,26,144,400611.54,104.26929454,6.875,150.91,1.8755149375,9.2,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318145,318145,25575,45,24,26,144,398632.33,101.10117864,6.875,154.87,1.6391549258,9.1,0,0,1,0,413000.0,613,72.5,8.875,223.75,0,0,0
318146,318146,25575,46,24,26,144,397625.64,100.36629148,6.875,155.61,1.1759090317,9.0,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318147,318147,25575,47,24,26,144,396093.86,104.0101159,6.875,149.58,1.6681823188,8.8,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318148,318148,25575,48,24,26,144,394535.61,105.81514484,6.875,146.45,2.7159028846,8.3,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318149,318149,25575,49,24,26,144,392950.42,99.615106722,6.875,154.94,2.4566338212,8.2,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318150,318150,25575,50,24,26,144,391337.84,96.709610419,6.875,158.94,2.3664098989,8.2,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318151,318151,25575,51,24,26,144,390247.32,96.646859233,6.875,158.6,1.2690442628,7.8,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318152,318152,25575,52,24,26,144,388028.55,94.588485686,6.875,161.13,1.0810494182,8.0,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318153,318153,25575,53,24,26,144,386330.88,87.626964056,6.875,173.17,0.8929961554,7.6,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318154,318154,25575,54,24,26,144,384603.86,83.939141073,6.875,179.97,1.5073587076,7.3,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318155,318155,25575,55,24,26,144,382846.99,83.509305379,6.875,180.07,2.4222748689,7.2,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318156,318156,25575,56,24,26,144,382254.64,82.755080245,6.875,181.43,1.7170529058,6.6,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318157,318157,25575,57,24,26,144,382254.64,80.204349406,6.875,187.2,2.5560517331,6.2,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318158,318158,25575,58,24,26,144,382254.64,79.706185745,6.875,188.37,2.8685938252,6.2,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318159,318159,25575,59,24,26,144,382254.64,80.012012837,6.875,187.65,2.4436475652,5.7,0,0,1,0,413000.0,613,72.5,6.875,223.75,0,0,0
318164,318164,25577,26,24,26,144,125780.94,99.227452085,8.75,225.1,2.1513648831,4.7,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318165,318165,25577,27,24,26,144,125557.05,100.25784082,8.75,222.39,2.3617217155,4.4,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318166,318166,25577,28,24,26,144,125405.06,101.376387,8.75,219.67,1.2291722496,4.6,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318167,318167,25577,29,24,26,144,125172.89,102.25938414,8.75,217.37,1.6929686703,4.5,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318168,318168,25577,30,24,26,144,124935.61,104.29176092,8.75,212.73,2.2742178006,4.7,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318169,318169,25577,31,24,26,144,124693.09,110.3449432,8.75,200.67,1.8506891663,4.7,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318170,318170,25577,32,24,26,144,124528.45,118.81411501,8.75,186.12,1.1041627602,5.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318171,318171,25577,33,24,26,144,124141.98,122.11973182,8.75,180.52,0.8368586627,5.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318172,318172,25577,34,24,26,144,123881.97,126.90442214,8.75,173.35,-0.314447747,5.8,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318173,318173,25577,35,24,26,144,123705.46,135.52678786,8.75,162.09,-2.805844087,6.5,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318174,318174,25577,36,24,26,144,123344.65,144.59641295,8.75,151.48,-3.516567987,7.8,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318175,318175,25577,37,24,26,144,123067.08,142.51173087,8.75,153.35,-4.146710947,9.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318176,318176,25577,38,24,26,144,122878.64,137.43598207,8.75,158.77,-3.339549297,9.5,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318177,318177,25577,39,24,26,144,122590.81,137.64288192,8.75,158.16,-0.241080652,10.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318178,318178,25577,40,24,26,144,122395.4,139.13896307,8.75,156.21,1.5859655122,9.8,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318179,318179,25577,41,24,26,144,121894.28,134.39655314,8.75,161.06,2.6824968062,9.9,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318180,318180,25577,42,24,26,144,121584.75,134.10523421,8.75,161.0,3.0294986398,9.4,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318181,318181,25577,43,24,26,144,121268.4,138.00798178,8.75,156.04,2.6941105489,9.4,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318182,318182,25577,44,24,26,144,120945.08,142.31893523,8.75,150.91,1.8755149375,9.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318183,318183,25577,45,24,26,144,120613.82,138.30002954,8.75,154.87,1.6391549258,9.1,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318184,318184,25577,46,24,26,144,120276.91,137.25787103,8.75,155.61,1.1759090317,9.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318185,318185,25577,47,24,26,144,119931.75,142.38136126,8.75,149.58,1.6681823188,8.8,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318186,318186,25577,48,24,26,144,119578.97,144.99663755,8.75,146.45,2.7159028846,8.3,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318187,318187,25577,49,24,26,144,119218.42,136.63825564,8.75,154.94,2.4566338212,8.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318188,318188,25577,50,24,26,144,118849.93,132.7878137,8.75,158.94,2.3664098989,8.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318189,318189,25577,51,24,26,144,118472.4,132.64977031,8.75,158.6,1.2690442628,7.8,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318190,318190,25577,52,24,26,144,118088.41,130.1437651,8.75,161.13,1.0810494182,8.0,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318191,318191,25577,53,24,26,144,117695.02,120.69184573,8.75,173.17,0.8929961554,7.6,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318192,318192,25577,54,24,26,144,117294.26,115.73617946,8.75,179.97,1.5073587076,7.3,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318193,318193,25577,55,24,26,144,116885.33,115.26863269,8.75,180.07,2.4222748689,7.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318194,318194,25577,56,24,26,144,116467.39,113.99550884,8.75,181.43,1.7170529058,6.6,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318195,318195,25577,57,24,26,144,116040.24,110.07666743,8.75,187.2,2.5560517331,6.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318196,318196,25577,58,24,26,144,115603.68,108.98140943,8.75,188.37,2.8685938252,6.2,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318197,318197,25577,59,24,26,144,115006.6,108.83452709,8.75,187.65,2.4436475652,5.7,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
318198,318198,25577,60,24,26,144,114547.27,107.16063364,8.75,189.82,2.8363581757,5.7,0,0,1,0,126000.0,626,100.0,8.75,223.75,0,0,0
